Quarter,Quarter Label,Economy,Economy Label,Index (Average Q1 2023 = 100),Index (Average Q1 2023 = 100) Footnote,Index (Average Q1 2023 = 100) Missing value,"Growth rate, year-on-year","Growth rate, year-on-year Footnote","Growth rate, year-on-year Missing value",Growth rate (over previous period),Growth rate (over previous period) Footnote,Growth rate (over previous period) Missing value,Ranking per quarter,Ranking per quarter Footnote,Ranking per quarter Missing value
2014Q01,"Q1 2014",458,"Malaysia",462.60199,,,-1.9735,,,-1.2678,,,6,,
2014Q01,"Q1 2014",462,"Maldives",19.26625,,,-14.6859,,,7.4653,,,148,,
2014Q01,"Q1 2014",470,"Malta",128.10832,,,11.0136,,,10.5286,,,38,,
2014Q01,"Q1 2014",584,"Marshall Islands",17.32923,,,-22.5194,,,-21.4751,,,154,,
2014Q01,"Q1 2014",474,"Martinique",34.30194,,,17.3558,,,17.9098,,,111,,
2014Q01,"Q1 2014",478,"Mauritania",28.84103,,,11.7168,,,15.4305,,,126,,
2014Q01,"Q1 2014",480,"Mauritius",63.40568,,,-10.4388,,,-9.961,,,71,,
2014Q01,"Q1 2014",175,"Mayotte",23.18519,,,8.5918,,,4.3848,,,137,,
2014Q01,"Q1 2014",484,"Mexico",159.51995,,,-0.9558,,,-4.2779,,,30,,
2014Q01,"Q1 2014",583,"Micronesia (Federated States of)",6.50492,,,0,,,0,,,173,,
2014Q01,"Q1 2014",499,"Montenegro",10.46932,,,19.595,,,0,,,163,,
2014Q01,"Q1 2014",500,"Montserrat",9.51374,,,,,"No value reported or collected",0,,,168,,
2014Q01,"Q1 2014",504,"Morocco",185.29924,,,2.9197,,,-1.1528,,,26,,
2014Q01,"Q1 2014",508,"Mozambique",64.96007,,,26.541,,,0.9207,,,69,,
2014Q01,"Q1 2014",104,"Myanmar",39.54956,,,-10.0839,,,5.2375,,,101,,
2014Q01,"Q1 2014",516,"Namibia",50.09119,,,-8.3876,,,4.2647,,,86,,
2014Q01,"Q1 2014",520,"Nauru",3.88248,,,,,"No value reported or collected",0,,,176,,
2014Q01,"Q1 2014",528,"Netherlands (Kingdom of the)",389.1089,,,-1.3973,,,-1.6186,,,9,,
2014Q01,"Q1 2014",530,"Netherlands Antilles",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2014Q01,"Q1 2014",540,"New Caledonia",49.70981,,,2.534,,,-3.1342,,,89,,
2014Q01,"Q1 2014",554,"New Zealand",92.59907,,,4.1463,,,-1.2478,,,53,,
2014Q01,"Q1 2014",558,"Nicaragua",21.7378,,,-16.1337,,,-0.0144,,,140,,
2014Q01,"Q1 2014",566,"Nigeria",100.95528,,,9.1373,,,4.0597,,,47,,
2014Q01,"Q1 2014",574,"Norfolk Island",7.8957,,,0,,,0,,,171,,
2014Q01,"Q1 2014",580,"Northern Mariana Islands",14.81529,,,3.3855,,,0.0164,,,156,,
2014Q01,"Q1 2014",578,"Norway",59.56631,,,-5.666,,,2.0155,,,75,,
2014Q01,"Q1 2014",512,"Oman",134.79485,,,-0.3635,,,-1.5154,,,37,,
2014Q01,"Q1 2014",586,"Pakistan",115.0171,,,2.9533,,,-0.9943,,,41,,
2014Q01,"Q1 2014",585,"Palau",9.07886,,,5.6454,,,0.0268,,,170,,
2014Q01,"Q1 2014",591,"Panama",188.27124,,,-4.3445,,,-6.2598,,,25,,
2014Q01,"Q1 2014",598,"Papua New Guinea",43.46537,,,1.8808,,,-1.125,,,95,,
2014Q01,"Q1 2014",600,"Paraguay",4.45241,,,0,,,0,,,175,,
2014Q01,"Q1 2014",604,"Peru",106.87937,,,-0.0012,,,-3.8475,,,43,,
2014Q01,"Q1 2014",608,"Philippines",146.79661,,,1.0924,,,-2.1605,,,34,,
2014Q01,"Q1 2014",616,"Poland",106.31053,,,15.9534,,,-1.2906,,,44,,
2014Q01,"Q1 2014",620,"Portugal",159.65848,,,-3.146,,,1.337,,,29,,
2014Q01,"Q1 2014",630,"Puerto Rico",50.06223,,,-2.5495,,,2.775,,,87,,
2014Q01,"Q1 2014",634,"Qatar",33.47864,,,4.1436,,,0,,,116,,
2014Q01,"Q1 2014",410,"Republic of Korea",507.38465,,,-3.4456,,,-2.5166,,,3,,
2014Q01,"Q1 2014",498,"Republic of Moldova",3.4975,,,14.2209,,,0,,,177,,
2014Q01,"Q1 2014",638,"Reunion",46.34605,,,7.2295,,,6.7834,,,91,,
2014Q01,"Q1 2014",642,"Romania",62.1201,,,-2.2211,,,0.7819,,,72,,
2014Q01,"Q1 2014",643,"Russian Federation",235.83264,,,1.9434,,,0.1426,,,18,,
2014Q01,"Q1 2014",659,"Saint Kitts and Nevis",20.15109,,,15.6203,,,-0.0007,,,145,,
2014Q01,"Q1 2014",662,"Saint Lucia",33.85353,,,3.4211,,,-6.5512,,,113,,
2014Q01,"Q1 2014",670,"Saint Vincent and the Grenadines",33.65014,,,1.8203,,,-6.2074,,,115,,
2014Q01,"Q1 2014",882,"Samoa",27.82647,,,10.939,,,3.4474,,,129,,
2014Q01,"Q1 2014",678,"Sao Tome and Principe",19.37305,,,10.4356,,,10.5043,,,146,,
2014Q01,"Q1 2014",682,"Saudi Arabia",189.60958,,,1.0752,,,-1.2869,,,24,,
2014Q01,"Q1 2014",686,"Senegal",51.32751,,,11.4714,,,-1.0108,,,84,,
2014Q01,"Q1 2014",891,"Serbia and Montenegro",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2014Q01,"Q1 2014",690,"Seychelles",27.34862,,,0.0152,,,0.7561,,,131,,
2014Q01,"Q1 2014",694,"Sierra Leone",27.39766,,,15.8209,,,3.4355,,,130,,
2014Q01,"Q1 2014",702,"Singapore",554.95049,,,0.9398,,,-2.1721,,,2,,
2014Q01,"Q1 2014",534,"Sint Maarten (Dutch part)",37.41089,,,0.7531,,,1.798,,,106,,
2014Q01,"Q1 2014",705,"Slovenia",58.20553,,,-3.0592,,,-3.1614,,,78,,
2014Q01,"Q1 2014",090,"Solomon Islands",37.63094,,,18.8565,,,2.3466,,,105,,
2014Q01,"Q1 2014",706,"Somalia",19.2855,,,108.8851,,,13.0969,,,147,,
2014Q01,"Q1 2014",710,"South Africa",137.88861,,,0.3845,,,-4.575,,,35,,
2014Q01,"Q1 2014",724,"Spain",357.6289,,,1.9648,,,0.4335,,,12,,
2014Q01,"Q1 2014",144,"Sri Lanka",177.64748,,,0.4046,,,-1.8529,,,27,,
2014Q01,"Q1 2014",729,"Sudan",35.65173,,,16.7796,,,0.6548,,,110,,
2014Q01,"Q1 2014",736,"Sudan (...2011)",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2014Q01,"Q1 2014",740,"Suriname",38.04749,,,-1.8488,,,-5.5331,,,103,,
2014Q01,"Q1 2014",752,"Sweden",121.8768,,,3.4165,,,-0.7383,,,39,,
2014Q01,"Q1 2014",760,"Syrian Arab Republic",39.80888,,,-15.9993,,,-3.0078,,,100,,
2014Q01,"Q1 2014",764,"Thailand",199.09154,,,-0.827,,,-5.0171,,,23,,
2014Q01,"Q1 2014",626,"Timor-Leste",18.61837,,,9.9294,,,0,,,149,,
2014Q01,"Q1 2014",768,"Togo",58.20607,,,8.9379,,,-2.4534,,,77,,
2014Q01,"Q1 2014",776,"Tonga",28.49111,,,16.5064,,,5.7747,,,128,,
2014Q01,"Q1 2014",780,"Trinidad and Tobago",78.79033,,,5.9094,,,-0.5658,,,61,,
2014Q01,"Q1 2014",788,"Tunisia",46.45622,,,9.4305,,,-1.3941,,,90,,
2014Q01,"Q1 2014",792,"Turkiye",220.27218,,,1.4776,,,1.9738,,,21,,
2014Q01,"Q1 2014",798,"Tuvalu",10.19637,,,-5.1402,,,3.5717,,,166,,
2014Q01,"Q1 2014",804,"Ukraine",72.05406,,,4.9567,,,-0.184,,,62,,
2014Q01,"Q1 2014",784,"United Arab Emirates",287.63192,,,-2.6803,,,-0.1688,,,16,,
2014Q01,"Q1 2014",826,"United Kingdom",382.36968,,,0.9885,,,2.3992,,,10,,
2014Q01,"Q1 2014",834,"United Republic of Tanzania",60.75944,,,18.2112,,,-1.9029,,,73,,
2014Q01,"Q1 2014",840,"United States",481.16753,,,1.0114,,,-4.0358,,,5,,
2014Q01,"Q1 2014",850,"United States Virgin Islands",23.13618,,,0,,,0,,,138,,
2014Q01,"Q1 2014",858,"Uruguay",87.96364,,,-4.5155,,,4.0677,,,55,,
2014Q01,"Q1 2014",548,"Vanuatu",29.00535,,,23.1728,,,0.8498,,,125,,
2014Q01,"Q1 2014",862,"Venezuela (Bolivarian Rep. of)",93.87912,,,-3.9345,,,-3.1188,,,52,,
2014Q01,"Q1 2014",704,"Viet Nam",209.99557,,,-4.0774,,,-1.8144,,,22,,
2014Q01,"Q1 2014",876,"Wallis and Futuna Islands",10.19637,,,-5.1402,,,3.5717,,,166,,
2014Q01,"Q1 2014",887,"Yemen",41.8892,,,2.1345,,,-8.7022,,,98,,
2014Q02,"Q2 2014",008,"Albania",12.73641,,,-20.6525,,,-26.861,,,158,,
2014Q02,"Q2 2014",012,"Algeria",62.45368,,,10.6399,,,5.8274,,,72,,
2014Q02,"Q2 2014",016,"American Samoa",20.81248,,,7.1448,,,-4.7411,,,142,,
2014Q02,"Q2 2014",024,"Angola",82.65443,,,3.7443,,,-2.594,,,60,,
2014Q02,"Q2 2014",660,"Anguilla",10.3151,,,0,,,0,,,165,,
2014Q02,"Q2 2014",028,"Antigua and Barbuda",26.02944,,,8.688,,,0.0006,,,133,,
2014Q02,"Q2 2014",032,"Argentina",119.33353,,,1.1345,,,5.482,,,40,,
2014Q02,"Q2 2014",533,"Aruba",29.22104,,,-5.2368,,,2.1628,,,128,,
2014Q02,"Q2 2014",036,"Australia",159.42518,,,8.7847,,,1.8836,,,32,,
2014Q02,"Q2 2014",044,"Bahamas",66.01308,,,-4.4783,,,1.593,,,66,,
2014Q02,"Q2 2014",048,"Bahrain",54.90286,,,-2.1054,,,0.7134,,,81,,
2014Q02,"Q2 2014",050,"Bangladesh",47.96286,,,31.0901,,,9.5983,,,90,,
2014Q02,"Q2 2014",052,"Barbados",34.71683,,,11.3838,,,1.3081,,,112,,
2014Q02,"Q2 2014",056,"Belgium",377.0866,,,-0.8419,,,1.595,,,11,,
2014Q02,"Q2 2014",084,"Belize",26.30164,,,3.5126,,,-0.6999,,,132,,
2014Q02,"Q2 2014",204,"Benin",65.09536,,,17.0054,,,-0.9345,,,69,,
2014Q02,"Q2 2014",060,"Bermuda",7.77447,,,-0.1897,,,0,,,172,,
2014Q02,"Q2 2014",535,"Bonaire, Sint Eustatius and Saba",14.17852,,,-1.1689,,,-1.1689,,,157,,
2014Q02,"Q2 2014",076,"Brazil",141.5395,,,2.9945,,,4.4586,,,37,,
2014Q02,"Q2 2014",092,"British Virgin Islands",11.72357,,,0,,,0,,,161,,
2014Q02,"Q2 2014",096,"Brunei Darussalam",23.97037,,,0.2056,,,0,,,136,,
2014Q02,"Q2 2014",100,"Bulgaria",20.59614,,,-11.4373,,,-0.0005,,,144,,
2014Q02,"Q2 2014",132,"Cabo Verde",12.34605,,,2.8301,,,-29.9473,,,159,,
2014Q02,"Q2 2014",116,"Cambodia",20.47963,,,-6.8542,,,-0.4634,,,145,,
2014Q02,"Q2 2014",120,"Cameroon",64.46545,,,-8.5043,,,0.3995,,,70,,
2014Q02,"Q2 2014",124,"Canada",163.04983,,,10.3418,,,0.3695,,,29,,
2014Q02,"Q2 2014",136,"Cayman Islands",9.43552,,,0,,,0,,,167,,
2014Q02,"Q2 2014",152,"Chile",95.60686,,,-0.8051,,,1.7002,,,51,,
2014Q02,"Q2 2014",156,"China",881.29738,,,-0.7579,,,1.8803,,,1,,
2014Q02,"Q2 2014",344,"China, Hong Kong SAR",499.70932,,,-6.2939,,,-1.0931,,,4,,
2014Q02,"Q2 2014",158,"China, Taiwan Province of",327.65288,,,0.5519,,,4.2348,,,13,,
2014Q02,"Q2 2014",170,"Colombia",168.07164,,,3.9446,,,6.5232,,,28,,
2014Q02,"Q2 2014",174,"Comoros",18.45577,,,1.1338,,,0,,,149,,
2014Q02,"Q2 2014",178,"Congo",71.6886,,,11.4011,,,-0.429,,,63,,
2014Q02,"Q2 2014",184,"Cook Islands",10.6911,,,20.4172,,,0,,,164,,
2014Q02,"Q2 2014",188,"Costa Rica",97.0536,,,3.3158,,,2.466,,,50,,
2014Q02,"Q2 2014",384,"Cote d'Ivoire",92.42863,,,3.7211,,,4.2715,,,53,,
2014Q02,"Q2 2014",191,"Croatia",52.97105,,,16.4018,,,6.0001,,,82,,
2014Q02,"Q2 2014",192,"Cuba",31.85695,,,-0.1957,,,-5.342,,,118,,
2014Q02,"Q2 2014",531,"Curacao",31.06615,,,-12.3374,,,-6.3561,,,120,,
2014Q02,"Q2 2014",196,"Cyprus",47.88881,,,-21.4985,,,-6.0015,,,91,,
2014Q02,"Q2 2014",180,"Dem. Rep. of the Congo",34.94142,,,1.9522,,,-2.0056,,,111,,
2014Q02,"Q2 2014",208,"Denmark",105.21012,,,5.3409,,,5.6254,,,44,,
2014Q02,"Q2 2014",262,"Djibouti",65.73581,,,16.0297,,,-2.3704,,,67,,
2014Q02,"Q2 2014",212,"Dominica",21.50644,,,13.1366,,,0.0069,,,140,,
2014Q02,"Q2 2014",214,"Dominican Republic",116.97331,,,1.5377,,,-1.1426,,,41,,
2014Q02,"Q2 2014",218,"Ecuador",92.32713,,,2.5908,,,6.1397,,,54,,
2014Q02,"Q2 2014",818,"Egypt",243.76041,,,8.9671,,,2.9676,,,17,,
2014Q02,"Q2 2014",222,"El Salvador",29.56298,,,10.5735,,,-0.0016,,,127,,
2014Q02,"Q2 2014",226,"Equatorial Guinea",31.93878,,,-0.309,,,-2.1359,,,117,,
2014Q02,"Q2 2014",233,"Estonia",46.17931,,,24.3118,,,18.9268,,,93,,
2014Q02,"Q2 2014",234,"Faroe Islands",14.44435,,,13.9246,,,-0.0046,,,155,,
2014Q02,"Q2 2014",242,"Fiji",50.32019,,,-0.4096,,,-5.0502,,,87,,
2014Q02,"Q2 2014",246,"Finland",98.1202,,,6.7228,,,3.5911,,,49,,
2014Q02,"Q2 2014",250,"France",302.35345,,,4.9191,,,0.6753,,,14,,
2014Q02,"Q2 2014",254,"French Guiana",15.50508,,,0,,,0.0086,,,152,,
2014Q02,"Q2 2014",258,"French Polynesia",30.38425,,,-8.3543,,,-6.3885,,,123,,
2014Q02,"Q2 2014",266,"Gabon",39.50733,,,-17.8269,,,-9.4445,,,104,,
2014Q02,"Q2 2014",270,"Gambia",29.67962,,,-5.4944,,,0.0045,,,126,,
2014Q02,"Q2 2014",268,"Georgia",20.85277,,,9.3685,,,-3.1469,,,141,,
2014Q02,"Q2 2014",276,"Germany",398.26771,,,-2.5491,,,-0.2701,,,8,,
2014Q02,"Q2 2014",288,"Ghana",86.57829,,,2.8845,,,-1.3425,,,58,,
2014Q02,"Q2 2014",292,"Gibraltar",11.96683,,,99.9236,,,0,,,160,,
2014Q02,"Q2 2014",300,"Greece",147.22259,,,13.9512,,,-1.3811,,,34,,
2014Q02,"Q2 2014",304,"Greenland",4.46313,,,-0.0627,,,0,,,175,,
2014Q02,"Q2 2014",308,"Grenada",31.18552,,,-2.041,,,-0.5301,,,119,,
2014Q02,"Q2 2014",312,"Guadeloupe",41.18651,,,9.273,,,-3.1907,,,99,,
2014Q02,"Q2 2014",316,"Guam",25.23991,,,0.0865,,,0,,,134,,
2014Q02,"Q2 2014",320,"Guatemala",89.3943,,,6.0587,,,7.2339,,,56,,
2014Q02,"Q2 2014",324,"Guinea",36.59407,,,4.5004,,,-0.1221,,,109,,
2014Q02,"Q2 2014",624,"Guinea-Bissau",14.22287,,,39.353,,,39.353,,,156,,
2014Q02,"Q2 2014",328,"Guyana",39.53706,,,1.8851,,,4.7302,,,103,,
2014Q02,"Q2 2014",332,"Haiti",44.34988,,,7.0519,,,2.6709,,,94,,
2014Q02,"Q2 2014",340,"Honduras",70.59666,,,4.4962,,,5.338,,,64,,
2014Q02,"Q2 2014",352,"Iceland",17.41093,,,4.1382,,,-1.7205,,,151,,
2014Q02,"Q2 2014",356,"India",230.60862,,,-0.8104,,,-0.6697,,,19,,
2014Q02,"Q2 2014",360,"Indonesia",223.10191,,,-3.7109,,,-1.3232,,,20,,
2014Q02,"Q2 2014",364,"Iran (Islamic Republic of)",58.18187,,,-27.729,,,-3.1343,,,77,,
2014Q02,"Q2 2014",368,"Iraq",29.88523,,,19.7111,,,-8.8195,,,125,,
2014Q02,"Q2 2014",372,"Ireland",52.04399,,,0.7592,,,0.0057,,,84,,
2014Q02,"Q2 2014",376,"Israel",103.47304,,,-10.0867,,,-0.6861,,,45,,
2014Q02,"Q2 2014",380,"Italy",289.81124,,,2.7441,,,0.6685,,,15,,
2014Q02,"Q2 2014",388,"Jamaica",103.35157,,,2.9345,,,-0.2071,,,46,,
2014Q02,"Q2 2014",392,"Japan",411.29486,,,-4.7055,,,-0.1938,,,7,,
2014Q02,"Q2 2014",400,"Jordan",59.20592,,,-0.2555,,,9.691,,,76,,
2014Q02,"Q2 2014",404,"Kenya",55.72979,,,-3.651,,,-1.4993,,,79,,
2014Q02,"Q2 2014",296,"Kiribati",11.4728,,,-38.0954,,,-14.9726,,,162,,
2014Q02,"Q2 2014",414,"Kuwait",39.82184,,,-3.4698,,,9.7302,,,101,,
2014Q02,"Q2 2014",428,"Latvia",33.53148,,,11.5813,,,5.6796,,,114,,
2014Q02,"Q2 2014",422,"Lebanon",84.22015,,,-3.5292,,,-1.7199,,,59,,
2014Q02,"Q2 2014",430,"Liberia",30.71188,,,24.7789,,,15.7597,,,121,,
2014Q02,"Q2 2014",434,"Libya",70.0134,,,18.3049,,,4.0842,,,65,,
2014Q02,"Q2 2014",440,"Lithuania",44.1332,,,9.0423,,,9.3869,,,95,,
2014Q02,"Q2 2014",450,"Madagascar",37.59775,,,-14.442,,,-15.2222,,,107,,
2014Q02,"Q2 2014",458,"Malaysia",461.03507,,,-3.4945,,,-0.3387,,,6,,
2014Q02,"Q2 2014",462,"Maldives",18.82932,,,-8.9093,,,-2.2679,,,147,,
2014Q02,"Q2 2014",470,"Malta",128.98034,,,14.0566,,,0.6807,,,38,,
2014Q02,"Q2 2014",584,"Marshall Islands",15.30896,,,-31.5522,,,-11.6582,,,153,,
2014Q02,"Q2 2014",474,"Martinique",35.77081,,,19.5878,,,4.2822,,,110,,
2014Q02,"Q2 2014",478,"Mauritania",28.90406,,,28.3163,,,0.2186,,,130,,
2014Q02,"Q2 2014",480,"Mauritius",61.03277,,,-13.7218,,,-3.7424,,,74,,
2014Q02,"Q2 2014",175,"Mayotte",30.42252,,,41.2779,,,31.2153,,,122,,
2014Q02,"Q2 2014",484,"Mexico",160.45244,,,-2.6095,,,0.5846,,,31,,
2014Q02,"Q2 2014",583,"Micronesia (Federated States of)",6.50492,,,0,,,0,,,174,,
2014Q02,"Q2 2014",499,"Montenegro",11.23777,,,21.571,,,7.34,,,163,,
2014Q02,"Q2 2014",500,"Montserrat",9.51522,,,,,"No value reported or collected",0.0156,,,166,,
2014Q02,"Q2 2014",504,"Morocco",187.03522,,,3.3089,,,0.9369,,,26,,
2014Q02,"Q2 2014",508,"Mozambique",55.80756,,,0.0264,,,-14.0895,,,78,,
2014Q02,"Q2 2014",104,"Myanmar",41.91504,,,6.3162,,,5.9811,,,98,,
2014Q02,"Q2 2014",516,"Namibia",49.93766,,,-0.0358,,,-0.3065,,,88,,
2014Q02,"Q2 2014",520,"Nauru",6.73557,,,,,"No value reported or collected",73.4861,,,173,,
2014Q02,"Q2 2014",528,"Netherlands (Kingdom of the)",393.55175,,,1.6319,,,1.1418,,,10,,
2014Q02,"Q2 2014",530,"Netherlands Antilles",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2014Q02,"Q2 2014",540,"New Caledonia",50.40067,,,3.6766,,,1.3898,,,86,,
2014Q02,"Q2 2014",554,"New Zealand",92.90046,,,6.908,,,0.3255,,,52,,
2014Q02,"Q2 2014",558,"Nicaragua",23.94632,,,-7.4963,,,10.1598,,,137,,
2014Q02,"Q2 2014",566,"Nigeria",99.38722,,,8.9251,,,-1.5532,,,48,,
2014Q02,"Q2 2014",574,"Norfolk Island",7.8957,,,0,,,0,,,171,,
2014Q02,"Q2 2014",580,"Northern Mariana Islands",14.81529,,,0.0164,,,0,,,154,,
2014Q02,"Q2 2014",578,"Norway",59.56631,,,2.6015,,,0,,,75,,
2014Q02,"Q2 2014",512,"Oman",145.18945,,,6.743,,,7.7114,,,35,,
2014Q02,"Q2 2014",586,"Pakistan",108.45995,,,-6.0135,,,-5.701,,,43,,
2014Q02,"Q2 2014",585,"Palau",9.07886,,,0.0268,,,0,,,168,,
2014Q02,"Q2 2014",591,"Panama",187.13375,,,-5.7159,,,-0.6042,,,25,,
2014Q02,"Q2 2014",598,"Papua New Guinea",43.55698,,,1.7061,,,0.2108,,,96,,
2014Q02,"Q2 2014",600,"Paraguay",4.45241,,,0,,,0,,,176,,
2014Q02,"Q2 2014",604,"Peru",108.88588,,,-2.7739,,,1.8774,,,42,,
2014Q02,"Q2 2014",608,"Philippines",153.96119,,,5.0933,,,4.8806,,,33,,
2014Q02,"Q2 2014",616,"Poland",101.7222,,,8.9313,,,-4.316,,,47,,
2014Q02,"Q2 2014",620,"Portugal",161.7956,,,0.1082,,,1.3386,,,30,,
2014Q02,"Q2 2014",630,"Puerto Rico",50.71959,,,8.773,,,1.3131,,,85,,
2014Q02,"Q2 2014",634,"Qatar",38.59432,,,29.2128,,,15.2804,,,105,,
2014Q02,"Q2 2014",410,"Republic of Korea",506.75917,,,-2.5926,,,-0.1233,,,3,,
2014Q02,"Q2 2014",498,"Republic of Moldova",3.4975,,,0,,,0,,,177,,
2014Q02,"Q2 2014",638,"Reunion",42.90241,,,2.1792,,,-7.4303,,,97,,
2014Q02,"Q2 2014",642,"Romania",63.83145,,,-2.6226,,,2.7549,,,71,,
2014Q02,"Q2 2014",643,"Russian Federation",241.23977,,,7.1759,,,2.2928,,,18,,
2014Q02,"Q2 2014",659,"Saint Kitts and Nevis",20.15273,,,38.557,,,0.0081,,,146,,
2014Q02,"Q2 2014",662,"Saint Lucia",33.68733,,,-0.3645,,,-0.4909,,,113,,
2014Q02,"Q2 2014",670,"Saint Vincent and the Grenadines",33.48394,,,5.5804,,,-0.4939,,,115,,
2014Q02,"Q2 2014",882,"Samoa",23.39936,,,-6.7111,,,-15.9097,,,138,,
2014Q02,"Q2 2014",678,"Sao Tome and Principe",17.60285,,,-3.407,,,-9.1375,,,150,,
2014Q02,"Q2 2014",682,"Saudi Arabia",193.0388,,,1.4832,,,1.8086,,,24,,
2014Q02,"Q2 2014",686,"Senegal",52.59984,,,3.6111,,,2.4789,,,83,,
2014Q02,"Q2 2014",891,"Serbia and Montenegro",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2014Q02,"Q2 2014",690,"Seychelles",28.6969,,,4.9698,,,4.93,,,131,,
2014Q02,"Q2 2014",694,"Sierra Leone",29.92129,,,25.5869,,,9.2111,,,124,,
2014Q02,"Q2 2014",702,"Singapore",544.58529,,,-2.2806,,,-1.8678,,,2,,
2014Q02,"Q2 2014",534,"Sint Maarten (Dutch part)",37.41252,,,5.705,,,0.0044,,,108,,
2014Q02,"Q2 2014",705,"Slovenia",61.20396,,,2.3206,,,5.1515,,,73,,
2014Q02,"Q2 2014",090,"Solomon Islands",38.53068,,,18.8071,,,2.391,,,106,,
2014Q02,"Q2 2014",706,"Somalia",20.79263,,,68.0442,,,7.8148,,,143,,
2014Q02,"Q2 2014",710,"South Africa",145.0784,,,1.7784,,,5.2142,,,36,,
2014Q02,"Q2 2014",724,"Spain",372.31356,,,4.697,,,4.1061,,,12,,
2014Q02,"Q2 2014",144,"Sri Lanka",182.62488,,,5.7399,,,2.8018,,,27,,
2014Q02,"Q2 2014",729,"Sudan",33.25576,,,8.6862,,,-6.7205,,,116,,
2014Q02,"Q2 2014",736,"Sudan (...2011)",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2014Q02,"Q2 2014",740,"Suriname",39.8332,,,2.8119,,,4.6934,,,100,,
2014Q02,"Q2 2014",752,"Sweden",120.15871,,,2.5679,,,-1.4097,,,39,,
2014Q02,"Q2 2014",760,"Syrian Arab Republic",39.80468,,,-17.8194,,,-0.0105,,,102,,
2014Q02,"Q2 2014",764,"Thailand",199.3796,,,2.1669,,,0.1447,,,23,,
2014Q02,"Q2 2014",626,"Timor-Leste",18.64211,,,9.9359,,,0.1275,,,148,,
2014Q02,"Q2 2014",768,"Togo",65.25271,,,17.3935,,,12.1064,,,68,,
2014Q02,"Q2 2014",776,"Tonga",24.064,,,-1.597,,,-15.5386,,,135,,
2014Q02,"Q2 2014",780,"Trinidad and Tobago",78.32824,,,5.2223,,,-0.5865,,,61,,
2014Q02,"Q2 2014",788,"Tunisia",46.79312,,,5.308,,,0.7252,,,92,,
2014Q02,"Q2 2014",792,"Turkiye",217.90615,,,-0.9291,,,-1.0741,,,21,,
2014Q02,"Q2 2014",798,"Tuvalu",8.1761,,,-23.9354,,,-19.8136,,,169,,
2014Q02,"Q2 2014",804,"Ukraine",74.09339,,,4.3404,,,2.8303,,,62,,
2014Q02,"Q2 2014",784,"United Arab Emirates",289.64032,,,-2.9292,,,0.6983,,,16,,
2014Q02,"Q2 2014",826,"United Kingdom",395.3952,,,4.9684,,,3.4065,,,9,,
2014Q02,"Q2 2014",834,"United Republic of Tanzania",55.09382,,,-4.1546,,,-9.3247,,,80,,
2014Q02,"Q2 2014",840,"United States",491.61013,,,1.6794,,,2.1703,,,5,,
2014Q02,"Q2 2014",850,"United States Virgin Islands",23.13618,,,0,,,0,,,139,,
2014Q02,"Q2 2014",858,"Uruguay",86.97533,,,-6.6897,,,-1.1235,,,57,,
2014Q02,"Q2 2014",548,"Vanuatu",29.02144,,,0.8513,,,0.0555,,,129,,
2014Q02,"Q2 2014",862,"Venezuela (Bolivarian Rep. of)",91.06541,,,-3.6283,,,-2.9972,,,55,,
2014Q02,"Q2 2014",704,"Viet Nam",216.41467,,,-0.1351,,,3.0568,,,22,,
2014Q02,"Q2 2014",876,"Wallis and Futuna Islands",8.1761,,,-23.9354,,,-19.8136,,,169,,
2014Q02,"Q2 2014",887,"Yemen",49.19076,,,11.5357,,,17.4307,,,89,,
2014Q03,"Q3 2014",008,"Albania",16.04408,,,-10.177,,,25.9702,,,152,,
2014Q03,"Q3 2014",012,"Algeria",66.54084,,,9.2107,,,6.5443,,,70,,
2014Q03,"Q3 2014",016,"American Samoa",20.81248,,,-12.2993,,,0,,,143,,
2014Q03,"Q3 2014",024,"Angola",79.53,,,-1.9106,,,-3.7801,,,60,,
2014Q03,"Q3 2014",660,"Anguilla",10.3151,,,0,,,0,,,165,,
2014Q03,"Q3 2014",028,"Antigua and Barbuda",26.02944,,,0.8206,,,0,,,134,,
2014Q03,"Q3 2014",032,"Argentina",115.85615,,,3.1084,,,-2.914,,,41,,
2014Q03,"Q3 2014",533,"Aruba",29.22104,,,-5.2838,,,0,,,126,,
2014Q03,"Q3 2014",036,"Australia",158.3956,,,4.195,,,-0.6458,,,30,,
2014Q03,"Q3 2014",044,"Bahamas",71.02964,,,8.8763,,,7.5993,,,64,,
2014Q03,"Q3 2014",048,"Bahrain",55.19345,,,-0.4893,,,0.5293,,,81,,
2014Q03,"Q3 2014",050,"Bangladesh",48.23815,,,14.1225,,,0.574,,,91,,
2014Q03,"Q3 2014",052,"Barbados",34.71683,,,1.9498,,,0,,,112,,
2014Q03,"Q3 2014",056,"Belgium",378.00705,,,-1.2749,,,0.2441,,,11,,
2014Q03,"Q3 2014",084,"Belize",28.33361,,,4.6122,,,7.7257,,,131,,
